board,architecture,quant_mode,case,model,setup,group,flash_bytes,ram_bytes,flash_pct,ram_pct
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_perchannel_knn16_fp32,frontend,8766,9240,4.34,13.99
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_perchannel_knn16_fp32,dsp_library,14650,0,7.26,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_perchannel_knn16_fp32,platform,89163,1545,44.16,2.34
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_perchannel_knn16_fp32,instrumentation,392,0,0.19,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_perchannel_knn16_fp32,unclassified,12963,55279,6.42,83.67
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_euclidean_fp32,backbone,69330,0,35.87,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_euclidean_fp32,head,868,0,0.45,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_euclidean_fp32,frontend,8766,9240,4.54,13.99
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_euclidean_fp32,dsp_library,14650,0,7.58,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_euclidean_fp32,platform,89163,1545,46.13,2.34
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_euclidean_fp32,instrumentation,392,0,0.2,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_euclidean_fp32,unclassified,12963,55279,6.71,83.67
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_knn16_fp32,backbone,69330,0,35.16,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_knn16_fp32,head,4748,0,2.41,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_knn16_fp32,frontend,8766,9240,4.45,13.99
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_knn16_fp32,dsp_library,14650,0,7.43,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_knn16_fp32,platform,89163,1545,45.22,2.34
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_knn16_fp32,instrumentation,392,0,0.2,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,086acf0275b8,w_proj_pertensor_knn16_fp32,unclassified,12963,55279,6.57,83.67
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_euclidean_fp32,backbone,132670,0,51.7,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_euclidean_fp32,head,868,0,0.34,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_euclidean_fp32,frontend,8766,9240,3.42,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_euclidean_fp32,dsp_library,14650,0,5.71,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_euclidean_fp32,platform,89163,1545,34.74,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_euclidean_fp32,instrumentation,392,0,0.15,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_euclidean_fp32,unclassified,12963,53743,5.05,83.29
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_knn16_fp32,backbone,132670,0,50.93,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_knn16_fp32,head,4748,0,1.82,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_knn16_fp32,frontend,8766,9240,3.36,14.32
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_knn16_fp32,dsp_library,14650,0,5.62,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_knn16_fp32,platform,89163,1545,34.23,2.39
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_knn16_fp32,instrumentation,392,0,0.15,0.0
arduino-nano-rp2040-connect,selective,fake_quant,case1,16662b29beb3,full_fp32_knn16_fp32,unclassified,12963,53743,4.98,83.29
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_fp32,backbone,44000,0,26.39,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_fp32,head,868,0,0.52,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_fp32,frontend,8766,9240,5.26,15.59
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_fp32,dsp_library,14650,0,8.79,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_fp32,platform,87921,1545,52.74,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_fp32,unclassified,12963,48495,7.78,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_int8,backbone,44000,0,26.41,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_int8,head,760,0,0.46,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_int8,frontend,8766,9240,5.26,15.58
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_int8,dsp_library,14650,0,8.79,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_int8,platform,87921,1545,52.77,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_int8,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_euclidean_int8,unclassified,12963,48503,7.78,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_fp32,backbone,44000,0,25.79,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_fp32,head,4748,0,2.78,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_fp32,frontend,8766,9240,5.14,15.59
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_fp32,dsp_library,14650,0,8.59,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_fp32,platform,87921,1545,51.54,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_fp32,instrumentation,392,0,0.23,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_fp32,unclassified,12963,48495,7.6,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_int8,backbone,44000,0,26.25,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_int8,head,1748,0,1.04,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_int8,frontend,8766,9240,5.23,15.58
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_int8,dsp_library,14650,0,8.74,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_int8,platform,87921,1545,52.46,2.61
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_int8,instrumentation,392,0,0.23,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h16_knn16_int8,unclassified,12963,48503,7.73,81.81
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_fp32,backbone,43988,0,26.39,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_fp32,head,868,0,0.52,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_fp32,frontend,8766,9240,5.26,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_fp32,dsp_library,14650,0,8.79,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_fp32,platform,87921,1545,52.74,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_fp32,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_fp32,unclassified,12963,46447,7.78,81.16
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_int8,backbone,43988,0,26.4,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_int8,head,760,0,0.46,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_int8,frontend,8766,9240,5.26,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_int8,dsp_library,14650,0,8.79,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_int8,platform,87921,1545,52.77,2.7
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_int8,instrumentation,392,0,0.24,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_euclidean_int8,unclassified,12963,46455,7.78,81.16
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_fp32,backbone,43988,0,25.79,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_fp32,head,4748,0,2.78,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_fp32,frontend,8766,9240,5.14,16.14
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_fp32,dsp_library,14650,0,8.59,0.0
arduino-nano-rp2040-connect,selective,true_int8,case1,16662b29beb3,true_int8_h8_knn16_fp32,platform,87921,1545,51.54,2.7
