path,case_id,label,source,channel,sample_rate,n_samples,duration_s,n_channels,machine_type,cache_path,feature_config_hash,used_in
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400011050_ToyCar_case4_normal_IND_ch1_1050.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400011050_ToyCar_case4_normal_IND_ch1_1050.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400011112_ToyCar_case4_normal_IND_ch1_1112.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400011112_ToyCar_case4_normal_IND_ch1_1112.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010810_ToyCar_case2_normal_IND_ch1_0810.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010810_ToyCar_case2_normal_IND_ch1_0810.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300011164_ToyCar_case3_normal_IND_ch1_1164.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300011164_ToyCar_case3_normal_IND_ch1_1164.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200011296_ToyCar_case2_normal_IND_ch1_1296.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200011296_ToyCar_case2_normal_IND_ch1_1296.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010984_ToyCar_case2_normal_IND_ch1_0984.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010984_ToyCar_case2_normal_IND_ch1_0984.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010485_ToyCar_case2_normal_IND_ch1_0485.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010485_ToyCar_case2_normal_IND_ch1_0485.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200011005_ToyCar_case2_normal_IND_ch1_1005.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200011005_ToyCar_case2_normal_IND_ch1_1005.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010743_ToyCar_case3_normal_IND_ch1_0743.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010743_ToyCar_case3_normal_IND_ch1_0743.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010754_ToyCar_case3_normal_IND_ch1_0754.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010754_ToyCar_case3_normal_IND_ch1_0754.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400010517_ToyCar_case4_normal_IND_ch1_0517.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400010517_ToyCar_case4_normal_IND_ch1_0517.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010746_ToyCar_case3_normal_IND_ch1_0746.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010746_ToyCar_case3_normal_IND_ch1_0746.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010621_ToyCar_case2_normal_IND_ch1_0621.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010621_ToyCar_case2_normal_IND_ch1_0621.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010932_ToyCar_case3_normal_IND_ch1_0932.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010932_ToyCar_case3_normal_IND_ch1_0932.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010037_ToyCar_case3_normal_IND_ch1_0037.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010037_ToyCar_case3_normal_IND_ch1_0037.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400010768_ToyCar_case4_normal_IND_ch1_0768.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400010768_ToyCar_case4_normal_IND_ch1_0768.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010469_ToyCar_case3_normal_IND_ch1_0469.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010469_ToyCar_case3_normal_IND_ch1_0469.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200011262_ToyCar_case2_normal_IND_ch1_1262.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200011262_ToyCar_case2_normal_IND_ch1_1262.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010679_ToyCar_case2_normal_IND_ch1_0679.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010679_ToyCar_case2_normal_IND_ch1_0679.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400011020_ToyCar_case4_normal_IND_ch1_1020.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400011020_ToyCar_case4_normal_IND_ch1_1020.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400010367_ToyCar_case4_normal_IND_ch1_0367.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400010367_ToyCar_case4_normal_IND_ch1_0367.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010688_ToyCar_case3_normal_IND_ch1_0688.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010688_ToyCar_case3_normal_IND_ch1_0688.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400010542_ToyCar_case4_normal_IND_ch1_0542.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400010542_ToyCar_case4_normal_IND_ch1_0542.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400010950_ToyCar_case4_normal_IND_ch1_0950.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400010950_ToyCar_case4_normal_IND_ch1_0950.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010432_ToyCar_case2_normal_IND_ch1_0432.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010432_ToyCar_case2_normal_IND_ch1_0432.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010565_ToyCar_case2_normal_IND_ch1_0565.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010565_ToyCar_case2_normal_IND_ch1_0565.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010756_ToyCar_case2_normal_IND_ch1_0756.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010756_ToyCar_case2_normal_IND_ch1_0756.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010648_ToyCar_case3_normal_IND_ch1_0648.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010648_ToyCar_case3_normal_IND_ch1_0648.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010974_ToyCar_case2_normal_IND_ch1_0974.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010974_ToyCar_case2_normal_IND_ch1_0974.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400010666_ToyCar_case4_normal_IND_ch1_0666.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400010666_ToyCar_case4_normal_IND_ch1_0666.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010379_ToyCar_case2_normal_IND_ch1_0379.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010379_ToyCar_case2_normal_IND_ch1_0379.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200011057_ToyCar_case2_normal_IND_ch1_1057.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200011057_ToyCar_case2_normal_IND_ch1_1057.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400010371_ToyCar_case4_normal_IND_ch1_0371.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400010371_ToyCar_case4_normal_IND_ch1_0371.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300011265_ToyCar_case3_normal_IND_ch1_1265.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300011265_ToyCar_case3_normal_IND_ch1_1265.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200011012_ToyCar_case2_normal_IND_ch1_1012.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200011012_ToyCar_case2_normal_IND_ch1_1012.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010658_ToyCar_case2_normal_IND_ch1_0658.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010658_ToyCar_case2_normal_IND_ch1_0658.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010408_ToyCar_case2_normal_IND_ch1_0408.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010408_ToyCar_case2_normal_IND_ch1_0408.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010359_ToyCar_case2_normal_IND_ch1_0359.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010359_ToyCar_case2_normal_IND_ch1_0359.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010679_ToyCar_case3_normal_IND_ch1_0679.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010679_ToyCar_case3_normal_IND_ch1_0679.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400010496_ToyCar_case4_normal_IND_ch1_0496.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400010496_ToyCar_case4_normal_IND_ch1_0496.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300011313_ToyCar_case3_normal_IND_ch1_1313.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300011313_ToyCar_case3_normal_IND_ch1_1313.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200011229_ToyCar_case2_normal_IND_ch1_1229.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200011229_ToyCar_case2_normal_IND_ch1_1229.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010009_ToyCar_case3_normal_IND_ch1_0009.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010009_ToyCar_case3_normal_IND_ch1_0009.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010594_ToyCar_case3_normal_IND_ch1_0594.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010594_ToyCar_case3_normal_IND_ch1_0594.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case4/NormalSound_IND/1400010982_ToyCar_case4_normal_IND_ch1_0982.wav,4,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1400010982_ToyCar_case4_normal_IND_ch1_0982.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300011015_ToyCar_case3_normal_IND_ch1_1015.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300011015_ToyCar_case3_normal_IND_ch1_1015.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010461_ToyCar_case3_normal_IND_ch1_0461.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010461_ToyCar_case3_normal_IND_ch1_0461.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010920_ToyCar_case2_normal_IND_ch1_0920.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010920_ToyCar_case2_normal_IND_ch1_0920.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case2/NormalSound_IND/1200010320_ToyCar_case2_normal_IND_ch1_0320.wav,2,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1200010320_ToyCar_case2_normal_IND_ch1_0320.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300011034_ToyCar_case3_normal_IND_ch1_1034.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300011034_ToyCar_case3_normal_IND_ch1_1034.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300010889_ToyCar_case3_normal_IND_ch1_0889.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300010889_ToyCar_case3_normal_IND_ch1_0889.npy,f55a011a8ef1,training
/mnt/d/Tudor/Master/Disertatie/ToyCar-ToyADMOS-DS/case3/NormalSound_IND/1300011000_ToyCar_case3_normal_IND_ch1_1000.wav,3,normal,IND,ch1,48000,528000,11.0,1,ToyCar,/home/y/projects/ssm-mcu-asd-ind/cache/f55a011a8ef1/1300011000_ToyCar_case3_normal_IND_ch1_1000.npy,f55a011a8ef1,training
