"board","case","model","setup","region","used_bytes","region_bytes","percent_used"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_euclidean_fp32","FLASH","117516","134217728","0.09"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_euclidean_int8","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_euclidean_int8","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_euclidean_int8","FLASH","117436","134217728","0.09"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_fp32","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_fp32","FLASH","121412","134217728","0.09"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_int8","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_int8","DTCM","4616","65536","7.04"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","true_int8_h8_knn16_int8","FLASH","118428","134217728","0.09"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_euclidean_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_euclidean_fp32","FLASH","113572","134217728","0.08"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_knn16_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_knn16_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_perchannel_knn16_fp32","FLASH","117460","134217728","0.09"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_euclidean_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_euclidean_fp32","FLASH","108036","134217728","0.08"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_knn16_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_knn16_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_actboundaries_knn16_fp32","FLASH","111924","134217728","0.08"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_euclidean_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_euclidean_fp32","FLASH","107804","134217728","0.08"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_knn16_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_knn16_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_all_pertensor_knn16_fp32","FLASH","111700","134217728","0.08"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_euclidean_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_euclidean_fp32","FLASH","120852","134217728","0.09"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_knn16_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_knn16_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_knn16_fp32","FLASH","124740","134217728","0.09"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_euclidean_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_euclidean_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_euclidean_fp32","FLASH","116100","134217728","0.09"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_knn16_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_knn16_fp32","DTCM","13064","65536","19.93"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_knn16_fp32","FLASH","119996","134217728","0.09"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_euclidean_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_euclidean_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_euclidean_fp32","FLASH","179436","134217728","0.13"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_knn16_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","full_fp32_knn16_fp32","FLASH","183324","134217728","0.14"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_fp32","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_fp32","FLASH","89868","134217728","0.07"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_int8","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_int8","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_int8","FLASH","89780","134217728","0.07"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_fp32","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_fp32","FLASH","93756","134217728","0.07"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_int8","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_int8","DTCM","6280","65536","9.58"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_int8","FLASH","90772","134217728","0.07"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_fp32","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_fp32","FLASH","89860","134217728","0.07"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_int8","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_int8","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_int8","FLASH","89780","134217728","0.07"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_fp32","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_fp32","FLASH","93756","134217728","0.07"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_int8","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_int8","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_int8","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_int8","DTCM","4232","65536","6.46"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_int8","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_int8","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_int8","FLASH","90772","134217728","0.07"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_euclidean_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_euclidean_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_euclidean_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_euclidean_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_euclidean_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_euclidean_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_euclidean_fp32","FLASH","84668","134217728","0.06"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_knn16_fp32","RAM","12764","465920","2.74"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_knn16_fp32","RAM_NONCACHEABLEBUFFER","0","1024","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_knn16_fp32","ITCM","0","65536","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_knn16_fp32","DTCM","11528","65536","17.59"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_knn16_fp32","SRAMAHB","0","32768","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_knn16_fp32","BKPSRAM","0","4096","0"
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_knn16_fp32","FLASH","88564","134217728","0.07"
