"board","case","model","setup","status","build_seconds","text_bytes","data_bytes","bss_bytes","flash_bytes","ram_bytes","map_file","note"
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_perchannel_knn16_fp32","OK","26.8","195780","468","30468","196248","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_euclidean_fp32","OK","28.8","187140","468","30468","187608","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","086acf0275b8","w_proj_pertensor_knn16_fp32","OK","29.7","191028","468","30468","191496","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_fp32","OK","27.1","161792","468","23684","162260","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_euclidean_int8","OK","26.5","161712","468","23684","162180","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_fp32","OK","26.5","165680","468","23684","166148","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h16_knn16_int8","OK","26.2","162696","468","23684","163164","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_fp32","OK","27.5","161744","468","21636","162212","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_euclidean_int8","OK","26.6","161664","468","21636","162132","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_fp32","OK","27.9","165632","468","21636","166100","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","true_int8_h8_knn16_int8","OK","29.4","162648","468","21636","163116","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_euclidean_fp32","OK","28.9","155724","468","28932","156192","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_perchannel_knn16_fp32","OK","27.1","159612","468","28932","160080","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_pertensor_actboundaries_euclidean_fp32","OK","26.3","152868","468","28932","153336","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_pertensor_actboundaries_knn16_fp32","OK","26.9","156748","468","28932","157216","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_pertensor_euclidean_fp32","OK","26.3","152412","468","28932","152880","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_all_pertensor_knn16_fp32","OK","26.9","156292","468","28932","156760","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_euclidean_fp32","OK","27.2","162364","468","28932","162832","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_perchannel_knn16_fp32","OK","27.2","166244","468","28932","166712","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_euclidean_fp32","OK","27","159524","468","28932","159992","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","16662b29beb3","w_proj_pertensor_knn16_fp32","OK","26.4","163412","468","28932","163880","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_fp32","OK","26.4","155352","468","23684","155820","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_euclidean_int8","OK","26.6","155272","468","23684","155740","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_fp32","OK","26.1","159240","468","23684","159708","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qab_knn16_int8","OK","26.3","156256","468","23684","156724","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_fp32","OK","27","150872","468","23684","151340","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_euclidean_int8","OK","26.1","150784","468","23684","151252","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_fp32","OK","26.4","154752","468","23684","155220","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h16_qabar_knn16_int8","OK","28.5","151768","468","23684","152236","24152","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_fp32","OK","27","155304","468","21636","155772","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_euclidean_int8","OK","27.5","155224","468","21636","155692","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_fp32","OK","27","159192","468","21636","159660","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qab_knn16_int8","OK","30.4","156208","468","21636","156676","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_fp32","OK","28.4","150824","468","21636","151292","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_euclidean_int8","OK","27.5","150736","468","21636","151204","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_fp32","OK","27.4","154704","468","21636","155172","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","true_int8_h8_qabar_knn16_int8","OK","26.9","151720","468","21636","152188","22104","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_euclidean_fp32","OK","26.3","149684","468","28932","150152","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qab_knn16_fp32","OK","27.2","153564","468","28932","154032","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_euclidean_fp32","OK","27.5","151452","468","28932","151920","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_perchannel_qabar_knn16_fp32","OK","26.7","155340","468","28932","155808","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_euclidean_fp32","OK","27.5","147564","468","28932","148032","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qab_knn16_fp32","OK","27.4","151444","468","28932","151912","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","OK","26.2","148860","468","28932","149328","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_actboundaries_qabar_knn16_fp32","OK","25.7","152740","468","28932","153208","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_euclidean_fp32","OK","26","147148","468","28932","147616","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qab_knn16_fp32","OK","26","151028","468","28932","151496","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_euclidean_fp32","OK","25.7","148420","468","28932","148888","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","238a49a973a3","w_all_pertensor_qabar_knn16_fp32","OK","26.6","152300","468","28932","152768","29400","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_fp32","OK","25.4","181568","468","24068","182036","24536","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_euclidean_int8","OK","25.7","181480","468","24068","181948","24536","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_fp32","OK","26.5","185448","468","24068","185916","24536","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qab_knn16_int8","OK","25.8","182464","468","24068","182932","24536","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_fp32","OK","25.5","176960","468","24068","177428","24536","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_euclidean_int8","OK","26.1","176872","468","24068","177340","24536","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_fp32","OK","25.8","180840","468","24068","181308","24536","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h16_qabar_knn16_int8","OK","25.8","177856","468","24068","178324","24536","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_fp32","OK","25.4","181536","468","22020","182004","22488","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_euclidean_int8","OK","25.9","181456","468","22020","181924","22488","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_fp32","OK","25.7","185424","468","22020","185892","22488","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qab_knn16_int8","OK","25.7","182440","468","22020","182908","22488","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_fp32","OK","25.4","176936","468","22020","177404","22488","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_euclidean_int8","OK","26.4","176848","468","22020","177316","22488","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_fp32","OK","25.6","180816","468","22020","181284","22488","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","true_int8_h8_qabar_knn16_int8","OK","26.2","177832","468","22020","178300","22488","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_euclidean_fp32","OK","25.8","177164","468","30468","177632","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qab_knn16_fp32","OK","25.5","181044","468","30468","181512","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_euclidean_fp32","OK","25.9","179332","468","30468","179800","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_perchannel_qabar_knn16_fp32","OK","25.3","183220","468","30468","183688","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_euclidean_fp32","OK","26.5","172996","468","30468","173464","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qab_knn16_fp32","OK","25.8","176884","468","30468","177352","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_euclidean_fp32","OK","25.7","174148","468","30468","174616","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_actboundaries_qabar_knn16_fp32","OK","25.5","178028","468","30468","178496","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_euclidean_fp32","OK","26","172580","468","30468","173048","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qab_knn16_fp32","OK","25.6","176460","468","30468","176928","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_euclidean_fp32","OK","26.5","173724","468","30468","174192","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
"stm32-nucleo-h7s3l8","case1","b77482e85dc3","w_all_pertensor_qabar_knn16_fp32","OK","27.1","177612","468","30468","178080","30936","nucleo-h7s3l8-ssm-mamba-asd_Appli.map",""
