config_name,model_hash,held_out_case,check,unit,metric,value,selective,auc,panel
1fd5020aab7f.yaml,4e6f244b9119,1,zero_state,[256:288],state_contribution,3.302489539543312,False,0.8489439853076216,zero_state
1fd5020aab7f.yaml,4e6f244b9119,1,zero_state,[288:320],state_contribution,3.0245787336093164,False,0.8489439853076216,zero_state
e383b78a1108.yaml,bf210af21ef5,1,zero_state,[0:32],state_contribution,1.031792763538883,False,0.8705234159779613,zero_state
e383b78a1108.yaml,bf210af21ef5,1,zero_state,[256:288],state_contribution,1.161882379796219,False,0.8705234159779613,zero_state
e383b78a1108.yaml,bf210af21ef5,1,zero_state,[288:320],state_contribution,1.0533395079628556,False,0.8705234159779613,zero_state
f3c8b9679081.yaml,a96b30718cb1,1,zero_state,[0:32],state_contribution,2.642439452232492,True,0.8230601469237834,zero_state
f3c8b9679081.yaml,a96b30718cb1,1,zero_state,[256:288],state_contribution,2.798649233118281,True,0.8230601469237834,zero_state
f3c8b9679081.yaml,a96b30718cb1,1,zero_state,[288:320],state_contribution,2.647740302248532,True,0.8230601469237834,zero_state
cd2caed96f33.yaml,a09d692fb204,1,zero_state,[0:32],state_contribution,2.2725698239318723,True,0.8427456382001837,zero_state
cd2caed96f33.yaml,a09d692fb204,1,zero_state,[256:288],state_contribution,2.3641695910073386,True,0.8427456382001837,zero_state
cd2caed96f33.yaml,a09d692fb204,1,zero_state,[288:320],state_contribution,2.2619098062449585,True,0.8427456382001837,zero_state
ddca9c6767da.yaml,c24ed91eaf8d,1,zero_state,[0:32],state_contribution,0.8902746102642181,False,0.8911558769513315,zero_state
ddca9c6767da.yaml,c24ed91eaf8d,1,zero_state,[256:288],state_contribution,0.9222343819456502,False,0.8911558769513315,zero_state
ddca9c6767da.yaml,c24ed91eaf8d,1,zero_state,[288:320],state_contribution,0.8725843636881787,False,0.8911558769513315,zero_state
b73c95fa7731.yaml,a5ba155885e9,1,zero_state,[0:32],state_contribution,1.8542450297237365,False,0.721935261707989,zero_state
b73c95fa7731.yaml,a5ba155885e9,1,zero_state,[256:288],state_contribution,2.0493712257984185,False,0.721935261707989,zero_state
b73c95fa7731.yaml,a5ba155885e9,1,zero_state,[288:320],state_contribution,1.902945719090188,False,0.721935261707989,zero_state
9fc675fd0183.yaml,76529a9ade37,1,zero_state,[0:32],state_contribution,2.0385265639444654,True,0.9087752525252524,zero_state
9fc675fd0183.yaml,76529a9ade37,1,zero_state,[256:288],state_contribution,2.096476319666751,True,0.9087752525252524,zero_state
9fc675fd0183.yaml,76529a9ade37,1,zero_state,[288:320],state_contribution,2.0120065191921817,True,0.9087752525252524,zero_state
66f9b66faef8.yaml,f3b8233e4c4f,1,zero_state,[0:32],state_contribution,2.322325390156947,True,0.9013860192837468,zero_state
66f9b66faef8.yaml,f3b8233e4c4f,1,zero_state,[256:288],state_contribution,2.404219951921764,True,0.9013860192837468,zero_state
66f9b66faef8.yaml,f3b8233e4c4f,1,zero_state,[288:320],state_contribution,2.3109467077808667,True,0.9013860192837468,zero_state
958b5079feae.yaml,3371b4ab52be,1,zero_state,[0:32],state_contribution,1.144466362585365,False,0.8426738980716253,zero_state
958b5079feae.yaml,3371b4ab52be,1,zero_state,[256:288],state_contribution,1.274620491027107,False,0.8426738980716253,zero_state
958b5079feae.yaml,3371b4ab52be,1,zero_state,[288:320],state_contribution,1.152400335146558,False,0.8426738980716253,zero_state
7bd3273ab33e.yaml,22046ec32b53,1,zero_state,[0:32],state_contribution,1.0659544236037846,False,0.907268709825528,zero_state
7bd3273ab33e.yaml,22046ec32b53,1,zero_state,[256:288],state_contribution,1.216145145594485,False,0.907268709825528,zero_state
7bd3273ab33e.yaml,22046ec32b53,1,zero_state,[288:320],state_contribution,1.0915133633648648,False,0.907268709825528,zero_state
bd0c0b487924.yaml,53bb32154053,1,zero_state,[0:32],state_contribution,3.3100722193091627,True,0.8901371671258035,zero_state
bd0c0b487924.yaml,53bb32154053,1,zero_state,[256:288],state_contribution,3.3753640544741046,True,0.8901371671258035,zero_state
bd0c0b487924.yaml,53bb32154053,1,zero_state,[288:320],state_contribution,3.220642751018272,True,0.8901371671258035,zero_state
acb5f6b4022f.yaml,4da754070cf6,1,zero_state,[0:32],state_contribution,2.860493700420955,True,0.8712121212121212,zero_state
acb5f6b4022f.yaml,4da754070cf6,1,zero_state,[256:288],state_contribution,2.9922404763699078,True,0.8712121212121212,zero_state
acb5f6b4022f.yaml,4da754070cf6,1,zero_state,[288:320],state_contribution,2.863753487290763,True,0.8712121212121212,zero_state
2de62f14efc4.yaml,be9143693d04,1,zero_state,[0:32],state_contribution,3.25670853049131,False,0.9096217860422404,zero_state
2de62f14efc4.yaml,be9143693d04,1,zero_state,[256:288],state_contribution,3.444783424039773,False,0.9096217860422404,zero_state
2de62f14efc4.yaml,be9143693d04,1,zero_state,[288:320],state_contribution,3.3013892603943766,False,0.9096217860422404,zero_state
70b533d14566.yaml,8d40eaa814c7,1,zero_state,[0:32],state_contribution,0.5372141077719729,False,0.8206496786042241,zero_state
70b533d14566.yaml,8d40eaa814c7,1,zero_state,[256:288],state_contribution,0.5343475416425018,False,0.8206496786042241,zero_state
70b533d14566.yaml,8d40eaa814c7,1,zero_state,[288:320],state_contribution,0.5209347855795319,False,0.8206496786042241,zero_state
0e68422ca28d.yaml,ce8ec3e934b4,1,zero_state,[0:32],state_contribution,3.8255972123072906,True,0.8580836776859504,zero_state
0e68422ca28d.yaml,ce8ec3e934b4,1,zero_state,[256:288],state_contribution,3.951019013948368,True,0.8580836776859504,zero_state
0e68422ca28d.yaml,ce8ec3e934b4,1,zero_state,[288:320],state_contribution,3.754329792295796,True,0.8580836776859504,zero_state
f19d5ca15add.yaml,03dbd2d1bc74,1,zero_state,[0:32],state_contribution,3.744316375115031,True,0.9255624426078972,zero_state
f19d5ca15add.yaml,03dbd2d1bc74,1,zero_state,[256:288],state_contribution,3.850606875777503,True,0.9255624426078972,zero_state
f19d5ca15add.yaml,03dbd2d1bc74,1,zero_state,[288:320],state_contribution,3.6733335583198334,True,0.9255624426078972,zero_state
3b440664aeb5.yaml,a15fdab255cf,1,zero_state,[0:32],state_contribution,1.6987274492337954,False,0.9230228420569332,zero_state
3b440664aeb5.yaml,a15fdab255cf,1,zero_state,[256:288],state_contribution,1.9261063619017664,False,0.9230228420569332,zero_state
3b440664aeb5.yaml,a15fdab255cf,1,zero_state,[288:320],state_contribution,1.7392887676739397,False,0.9230228420569332,zero_state
83ce3829615e.yaml,e849f675acc5,1,zero_state,[0:32],state_contribution,0.6935784409726389,False,0.8526314279155188,zero_state
83ce3829615e.yaml,e849f675acc5,1,zero_state,[256:288],state_contribution,0.7440505094523646,False,0.8526314279155188,zero_state
83ce3829615e.yaml,e849f675acc5,1,zero_state,[288:320],state_contribution,0.6726270902912492,False,0.8526314279155188,zero_state
522ea9b11b24.yaml,1182323d482b,1,zero_state,[0:32],state_contribution,2.418959858741179,True,0.9181158172635444,zero_state
522ea9b11b24.yaml,1182323d482b,1,zero_state,[256:288],state_contribution,2.4515513477087474,True,0.9181158172635444,zero_state
522ea9b11b24.yaml,1182323d482b,1,zero_state,[288:320],state_contribution,2.35879581600104,True,0.9181158172635444,zero_state
f4cd557b7e3b.yaml,16662b29beb3,1,zero_state,[0:32],state_contribution,3.737576046648262,True,0.9105544077134984,zero_state
f4cd557b7e3b.yaml,16662b29beb3,1,zero_state,[256:288],state_contribution,3.901603062939675,True,0.9105544077134984,zero_state
f4cd557b7e3b.yaml,16662b29beb3,1,zero_state,[288:320],state_contribution,3.716515134091954,True,0.9105544077134984,zero_state
1df2b3ea9ccc.yaml,cef3e32de1b4,1,zero_state,[0:32],state_contribution,3.507250096341548,False,0.911644857667585,zero_state
1df2b3ea9ccc.yaml,cef3e32de1b4,1,zero_state,[256:288],state_contribution,3.6872289592186895,False,0.911644857667585,zero_state
1df2b3ea9ccc.yaml,cef3e32de1b4,1,zero_state,[288:320],state_contribution,3.547353617116306,False,0.911644857667585,zero_state
f2578cb06991.yaml,238a49a973a3,1,zero_state,[0:32],state_contribution,0.6199652854552691,False,0.8424873737373738,zero_state
f2578cb06991.yaml,238a49a973a3,1,zero_state,[256:288],state_contribution,0.5744166336278971,False,0.8424873737373738,zero_state
f2578cb06991.yaml,238a49a973a3,1,zero_state,[288:320],state_contribution,0.6011512746735194,False,0.8424873737373738,zero_state
af9fc8c57bb6.yaml,7ba54936f952,1,zero_state,[0:32],state_contribution,6.410132235355558,True,0.5881255739210285,zero_state
af9fc8c57bb6.yaml,7ba54936f952,1,zero_state,[256:288],state_contribution,6.854763753684779,True,0.5881255739210285,zero_state
af9fc8c57bb6.yaml,7ba54936f952,1,zero_state,[288:320],state_contribution,6.375829221080068,True,0.5881255739210285,zero_state
803a3eeb60b9.yaml,06c8e405530e,1,zero_state,[0:32],state_contribution,5.224548984675903,True,0.6045110192837466,zero_state
803a3eeb60b9.yaml,06c8e405530e,1,zero_state,[256:288],state_contribution,5.676054045965939,True,0.6045110192837466,zero_state
803a3eeb60b9.yaml,06c8e405530e,1,zero_state,[288:320],state_contribution,5.301165471738362,True,0.6045110192837466,zero_state
0a649dc836b0.yaml,041df1be021e,1,zero_state,[0:32],state_contribution,0.4979134947659689,False,0.9063217401285584,zero_state
0a649dc836b0.yaml,041df1be021e,1,zero_state,[256:288],state_contribution,0.5244223130196778,False,0.9063217401285584,zero_state
0a649dc836b0.yaml,041df1be021e,1,zero_state,[288:320],state_contribution,0.5129970326780392,False,0.9063217401285584,zero_state
5b2a781d294a.yaml,a7ad8fa4af9f,1,zero_state,[0:32],state_contribution,0.6660244949702341,False,0.8200040174471993,zero_state
5b2a781d294a.yaml,a7ad8fa4af9f,1,zero_state,[256:288],state_contribution,0.6089860538166058,False,0.8200040174471993,zero_state
5b2a781d294a.yaml,a7ad8fa4af9f,1,zero_state,[288:320],state_contribution,0.6534465223753241,False,0.8200040174471993,zero_state
2dd0effd4eaa.yaml,0e00bfb6f56f,1,zero_state,[0:32],state_contribution,3.3781962756358017,True,0.810333448117539,zero_state
2dd0effd4eaa.yaml,0e00bfb6f56f,1,zero_state,[256:288],state_contribution,3.551254981754953,True,0.810333448117539,zero_state
2dd0effd4eaa.yaml,0e00bfb6f56f,1,zero_state,[288:320],state_contribution,3.348337433087348,True,0.810333448117539,zero_state
6bdb1f777147.yaml,cf305a75c126,1,zero_state,[0:32],state_contribution,4.375797107858311,True,0.6245695592286501,zero_state
6bdb1f777147.yaml,cf305a75c126,1,zero_state,[256:288],state_contribution,4.6173574226920095,True,0.6245695592286501,zero_state
6bdb1f777147.yaml,cf305a75c126,1,zero_state,[288:320],state_contribution,4.362189883190341,True,0.6245695592286501,zero_state
2e2427afcb6d.yaml,05c01bd0dcff,1,zero_state,[0:32],state_contribution,0.8817473303388486,False,0.8480974517906337,zero_state
2e2427afcb6d.yaml,05c01bd0dcff,1,zero_state,[256:288],state_contribution,0.7945956764537876,False,0.8480974517906337,zero_state
2e2427afcb6d.yaml,05c01bd0dcff,1,zero_state,[288:320],state_contribution,0.905827212867228,False,0.8480974517906337,zero_state
c08b62a11771.yaml,a4cab7f2fe52,1,zero_state,[0:32],state_contribution,0.864421750657544,False,0.7246183425160697,zero_state
c08b62a11771.yaml,a4cab7f2fe52,1,zero_state,[256:288],state_contribution,0.9356979262574664,False,0.7246183425160697,zero_state
c08b62a11771.yaml,a4cab7f2fe52,1,zero_state,[288:320],state_contribution,0.8966856259457765,False,0.7246183425160697,zero_state
882f1bbbb7cd.yaml,53d656a091fd,1,zero_state,[0:32],state_contribution,2.341833237518242,True,0.9092917814508724,zero_state
882f1bbbb7cd.yaml,53d656a091fd,1,zero_state,[256:288],state_contribution,2.402351432025872,True,0.9092917814508724,zero_state
882f1bbbb7cd.yaml,53d656a091fd,1,zero_state,[288:320],state_contribution,2.2595832791699166,True,0.9092917814508724,zero_state
b7fa91c2de83.yaml,8c7571539ddc,1,zero_state,[0:32],state_contribution,2.606728851714037,True,0.8600350091827366,zero_state
b7fa91c2de83.yaml,8c7571539ddc,1,zero_state,[256:288],state_contribution,2.675272201233957,True,0.8600350091827366,zero_state
b7fa91c2de83.yaml,8c7571539ddc,1,zero_state,[288:320],state_contribution,2.547129932620709,True,0.8600350091827366,zero_state
489f94bd9fcd.yaml,a44c4b500d74,1,zero_state,[0:32],state_contribution,1.8035152030121735,False,0.7795856290174472,zero_state
489f94bd9fcd.yaml,a44c4b500d74,1,zero_state,[256:288],state_contribution,2.1290072750824334,False,0.7795856290174472,zero_state
489f94bd9fcd.yaml,a44c4b500d74,1,zero_state,[288:320],state_contribution,1.8722139692451785,False,0.7795856290174472,zero_state
c76270425c9e.yaml,319c77ff2fe8,1,zero_state,[0:32],state_contribution,2.2156553962849017,False,0.8681129476584022,zero_state
c76270425c9e.yaml,319c77ff2fe8,1,zero_state,[256:288],state_contribution,2.403344561054008,False,0.8681129476584022,zero_state
c76270425c9e.yaml,319c77ff2fe8,1,zero_state,[288:320],state_contribution,2.234178501373251,False,0.8681129476584022,zero_state
b257164b50d8.yaml,adaafd0734ff,1,zero_state,[0:32],state_contribution,4.325606899107762,True,0.9139261937557392,zero_state
b257164b50d8.yaml,adaafd0734ff,1,zero_state,[256:288],state_contribution,4.543053503147148,True,0.9139261937557392,zero_state
b257164b50d8.yaml,adaafd0734ff,1,zero_state,[288:320],state_contribution,4.292372301411915,True,0.9139261937557392,zero_state
a50245a10669.yaml,0f5602c303a5,1,zero_state,[0:32],state_contribution,3.4570449362250537,True,0.8360594582185492,zero_state
a50245a10669.yaml,0f5602c303a5,1,zero_state,[256:288],state_contribution,3.652006026708432,True,0.8360594582185492,zero_state
a50245a10669.yaml,0f5602c303a5,1,zero_state,[288:320],state_contribution,3.478095116376351,True,0.8360594582185492,zero_state
61a995157d85.yaml,50e3ef07f16f,1,zero_state,[0:32],state_contribution,0.8814003428285035,False,0.9217745638200184,zero_state
61a995157d85.yaml,50e3ef07f16f,1,zero_state,[256:288],state_contribution,0.908127264247901,False,0.9217745638200184,zero_state
61a995157d85.yaml,50e3ef07f16f,1,zero_state,[288:320],state_contribution,0.8980327326193762,False,0.9217745638200184,zero_state
e0902212d370.yaml,dfe6f2bb093c,1,zero_state,[0:32],state_contribution,0.3810717286516605,False,0.7837178604224059,zero_state
e0902212d370.yaml,dfe6f2bb093c,1,zero_state,[256:288],state_contribution,0.388314869849092,False,0.7837178604224059,zero_state
e0902212d370.yaml,dfe6f2bb093c,1,zero_state,[288:320],state_contribution,0.3662095899246045,False,0.7837178604224059,zero_state
3ec7186fad7e.yaml,201c928c631f,1,zero_state,[0:32],state_contribution,6.539510300648805,True,0.8226727502295684,zero_state
3ec7186fad7e.yaml,201c928c631f,1,zero_state,[256:288],state_contribution,6.705818100003167,True,0.8226727502295684,zero_state
3ec7186fad7e.yaml,201c928c631f,1,zero_state,[288:320],state_contribution,6.413312857478551,True,0.8226727502295684,zero_state
b39731b66741.yaml,086acf0275b8,1,zero_state,[0:32],state_contribution,5.99246224780099,True,0.819128787878788,zero_state
b39731b66741.yaml,086acf0275b8,1,zero_state,[256:288],state_contribution,6.26205281615918,True,0.819128787878788,zero_state
b39731b66741.yaml,086acf0275b8,1,zero_state,[288:320],state_contribution,5.957705141858155,True,0.819128787878788,zero_state
e622e3993a72.yaml,04f342ed4dcb,1,zero_state,[0:32],state_contribution,2.35383228779063,False,0.9124626951331496,zero_state
e622e3993a72.yaml,04f342ed4dcb,1,zero_state,[256:288],state_contribution,2.632496933674534,False,0.9124626951331496,zero_state
e622e3993a72.yaml,04f342ed4dcb,1,zero_state,[288:320],state_contribution,2.426653307051577,False,0.9124626951331496,zero_state
352f70960ed3.yaml,b77482e85dc3,1,zero_state,[0:32],state_contribution,1.0088723195464893,False,0.9275424701561064,zero_state
352f70960ed3.yaml,b77482e85dc3,1,zero_state,[256:288],state_contribution,1.1121401368078103,False,0.9275424701561064,zero_state
352f70960ed3.yaml,b77482e85dc3,1,zero_state,[288:320],state_contribution,1.0274735599197382,False,0.9275424701561064,zero_state
58fd79f02b2d.yaml,08bf71867940,1,zero_state,[0:32],state_contribution,3.290448656798765,True,0.8317837465564739,zero_state
58fd79f02b2d.yaml,08bf71867940,1,zero_state,[256:288],state_contribution,3.3143162176124497,True,0.8317837465564739,zero_state
58fd79f02b2d.yaml,08bf71867940,1,zero_state,[288:320],state_contribution,3.1950163719343507,True,0.8317837465564739,zero_state
b4778c6ea130.yaml,15fba0d893ec,1,zero_state,[0:32],state_contribution,1.9121169238933355,True,0.906838269054178,zero_state
b4778c6ea130.yaml,15fba0d893ec,1,zero_state,[256:288],state_contribution,1.986551855577436,True,0.906838269054178,zero_state
b4778c6ea130.yaml,15fba0d893ec,1,zero_state,[288:320],state_contribution,1.88206889878274,True,0.906838269054178,zero_state
27a2b2159d54.yaml,d19d06b1cbfa,1,zero_state,[0:32],state_contribution,0.568775809532233,False,0.8656307392102847,zero_state
27a2b2159d54.yaml,d19d06b1cbfa,1,zero_state,[256:288],state_contribution,0.5787455315746878,False,0.8656307392102847,zero_state
27a2b2159d54.yaml,d19d06b1cbfa,1,zero_state,[288:320],state_contribution,0.5917445994906974,False,0.8656307392102847,zero_state
f4c0e20e66b2.yaml,ac827ae4b94b,1,zero_state,[0:32],state_contribution,0.457452992694889,False,0.7327536730945822,zero_state
f4c0e20e66b2.yaml,ac827ae4b94b,1,zero_state,[256:288],state_contribution,0.4326903606522999,False,0.7327536730945822,zero_state
f4c0e20e66b2.yaml,ac827ae4b94b,1,zero_state,[288:320],state_contribution,0.4406673620416107,False,0.7327536730945822,zero_state
bcf3e2800b54.yaml,17c75659257f,1,zero_state,[0:32],state_contribution,6.194575970838518,True,0.7563561753902663,zero_state
bcf3e2800b54.yaml,17c75659257f,1,zero_state,[256:288],state_contribution,6.499142357231559,True,0.7563561753902663,zero_state
bcf3e2800b54.yaml,17c75659257f,1,zero_state,[288:320],state_contribution,6.181056688682013,True,0.7563561753902663,zero_state
49cc1bf5d8c4.yaml,7660b0f094a1,1,zero_state,[0:32],state_contribution,3.605264302245021,True,0.8142504591368227,zero_state
49cc1bf5d8c4.yaml,7660b0f094a1,1,zero_state,[256:288],state_contribution,3.9721239614631423,True,0.8142504591368227,zero_state
49cc1bf5d8c4.yaml,7660b0f094a1,1,zero_state,[288:320],state_contribution,3.59910842849429,True,0.8142504591368227,zero_state
1e3c7295dbd7.yaml,ab254bc63c41,1,zero_state,[0:32],state_contribution,1.4922764086397835,False,0.7099833562901745,zero_state
1e3c7295dbd7.yaml,ab254bc63c41,1,zero_state,[256:288],state_contribution,1.5943994643896673,False,0.7099833562901745,zero_state
1e3c7295dbd7.yaml,ab254bc63c41,1,zero_state,[288:320],state_contribution,1.5277339088821338,False,0.7099833562901745,zero_state
1631f682bea0.yaml,2429d5856f8e,1,zero_state,[0:32],state_contribution,0.9237580363591952,False,0.8390581955922864,zero_state
1631f682bea0.yaml,2429d5856f8e,1,zero_state,[256:288],state_contribution,0.9430458032025216,False,0.8390581955922864,zero_state
1631f682bea0.yaml,2429d5856f8e,1,zero_state,[288:320],state_contribution,0.9411408232172735,False,0.8390581955922864,zero_state
51374aa4c5f8.yaml,05f0f3d0db06,1,zero_state,[0:32],state_contribution,4.1587551303190535,True,0.8051251147842058,zero_state
51374aa4c5f8.yaml,05f0f3d0db06,1,zero_state,[256:288],state_contribution,4.219512861091907,True,0.8051251147842058,zero_state
51374aa4c5f8.yaml,05f0f3d0db06,1,zero_state,[288:320],state_contribution,4.073570325363812,True,0.8051251147842058,zero_state
c8b06986e2fc.yaml,2173b8bdf0f9,1,zero_state,[0:32],state_contribution,3.2870865473505546,True,0.600034435261708,zero_state
c8b06986e2fc.yaml,2173b8bdf0f9,1,zero_state,[256:288],state_contribution,3.406509729781092,True,0.600034435261708,zero_state
c8b06986e2fc.yaml,2173b8bdf0f9,1,zero_state,[288:320],state_contribution,3.212079879373904,True,0.600034435261708,zero_state
b8d158135893.yaml,fcfc484ffa45,1,zero_state,[0:32],state_contribution,1.5107720379975278,False,0.597279614325069,zero_state
b8d158135893.yaml,fcfc484ffa45,1,zero_state,[256:288],state_contribution,1.4908547047753853,False,0.597279614325069,zero_state
b8d158135893.yaml,fcfc484ffa45,1,zero_state,[288:320],state_contribution,1.5001548344599325,False,0.597279614325069,zero_state
6ea798f3a406.yaml,b4ec1d58679c,1,zero_state,[0:32],state_contribution,0.6835860851217062,False,0.6659349173553719,zero_state
6ea798f3a406.yaml,b4ec1d58679c,1,zero_state,[256:288],state_contribution,0.686030825991081,False,0.6659349173553719,zero_state
