pooling,head,metric,row,coef,lo,hi,abs_coef,flash_saved_kb,p
mean,knn_full,auc,d_state: 32->16,-0.025937045645852273,-0.0637889262490692,0.011914834957364659,0.025937045645852273,7.036458333333333,0.17581796877439998
mean,knn_full,auc,d_state: 16->8,-0.01976081841138675,-0.05761269901460367,0.018091062191830168,0.01976081841138675,3.5182291666666665,0.300905381837551
mean,knn_full,auc,n_layers: 4->2,0.0030573251453933636,-0.03479455545782356,0.04090920574861029,0.0030573251453933636,45.223958333333336,0.8723196316803455
mean,knn_full,auc,n_layers: 2->1,-0.09086724250076517,-0.1287191231039821,-0.053015361897548255,0.09086724250076517,22.611979166666668,1.0059697467365445e-05
mean,knn_full,auc,expand: 2->1,-0.02859322390572394,-0.0594991549999351,0.002312707188487216,0.02859322390572394,35.048611111111114,0.06918899107564586
mean,knn_full,auc,discretization: zoh->euler,-0.021293267268645888,-0.05219919836285705,0.009612663825565276,0.021293267268645888,0.0,0.17350183069497319
mean,knn_clustered_16,auc,selective: mamba->classic,-0.005678231175390125,-0.038843860952826784,0.027487398602046534,0.005678231175390125,9.831597222222221,0.7334505156998948
mean,knn_clustered_16,auc,d_state: 32->16,-0.022567650941230366,-0.06318708591761805,0.018051784035157323,0.022567650941230366,7.036458333333333,0.2711891973099405
mean,knn_clustered_16,auc,d_state: 16->8,-0.026711241199877694,-0.06733067617626537,0.01390819377650998,0.026711241199877694,3.5182291666666665,0.19363631656445962
mean,knn_clustered_16,auc,n_layers: 4->2,0.003980381466176963,-0.03663905351021072,0.044599816442564645,0.003980381466176963,45.223958333333336,0.845416982817635
mean,knn_clustered_16,auc,n_layers: 2->1,-0.10016356749311287,-0.14078300246950054,-0.05954413251672519,0.10016356749311287,22.611979166666668,6.219327133825316e-06
mean,knn_clustered_16,auc,expand: 2->1,-0.025627566702377313,-0.05879319647981398,0.007538063075059352,0.025627566702377313,35.048611111111114,0.12759771562327815
mean,knn_clustered_16,auc,discretization: zoh->euler,-0.024715669957147246,-0.05788129973458392,0.008449959820289427,0.024715669957147246,0.0,0.14146537772439852
max,euclidean,auc,selective: mamba->classic,0.03521184859963272,-0.012837983246753573,0.08326168044601902,0.03521184859963272,9.831597222222221,0.1480954836313935
max,euclidean,auc,d_state: 32->16,0.003602849039638839,-0.05524593608545099,0.06245163416472867,0.003602849039638839,7.036458333333333,0.9030404745049048
max,euclidean,auc,d_state: 16->8,-0.026382133360116414,-0.08523091848520623,0.0324666517649734,0.026382133360116414,3.5182291666666665,0.3738280463858304
max,euclidean,auc,n_layers: 4->2,-0.1162560739975512,-0.175104859122641,-0.057407288872461375,0.1162560739975512,45.223958333333336,0.0001997084526132957
max,euclidean,auc,n_layers: 2->1,-0.056925493093816955,-0.11577427821890676,0.0019232920312728594,0.056925493093816955,22.611979166666668,0.05773340185388707
max,euclidean,auc,expand: 2->1,0.05650790576216716,0.008458073915780857,0.10455773760855347,0.05650790576216716,35.048611111111114,0.021902267675557148
max,euclidean,auc,discretization: zoh->euler,-0.002417044498010168,-0.050466876344396484,0.04563278734837615,0.002417044498010168,0.0,0.9202682453520057
max,mahalanobis,auc,selective: mamba->classic,0.0032035952963982983,-0.031841763659684136,0.03824895425248073,0.0032035952963982983,9.831597222222221,0.855674921068837
max,mahalanobis,auc,d_state: 32->16,-0.005903016911539469,-0.0488246405590787,0.03701860673599976,0.005903016911539469,7.036458333333333,0.7843948008731695
max,mahalanobis,auc,d_state: 16->8,-0.016950996709519644,-0.059872620357058856,0.025970626938019572,0.016950996709519644,3.5182291666666665,0.4330475145124218
max,mahalanobis,auc,n_layers: 4->2,-0.041464000803489415,-0.08438562445102864,0.001457622844049808,0.041464000803489415,45.223958333333336,0.05805547987535764
max,mahalanobis,auc,n_layers: 2->1,-0.10216153007346188,-0.14508315372100108,-0.05923990642592266,0.10216153007346188,22.611979166666668,1.1679070877702055e-05
max,mahalanobis,auc,expand: 2->1,0.014217299255178025,-0.020828059700904414,0.04926265821126047,0.014217299255178025,35.048611111111114,0.4206881583340647
max,mahalanobis,auc,discretization: zoh->euler,0.006651107029894909,-0.02839425192618754,0.04169646598597736,0.006651107029894909,0.0,0.7058385682223948
max,knn_full,auc,selective: mamba->classic,0.021877550760126485,-0.0160576299457086,0.05981273146596157,0.021877550760126485,9.831597222222221,0.2535621214341357
max,knn_full,auc,d_state: 32->16,0.012016471533517176,-0.034444446481267474,0.058477389548301825,0.012016471533517176,7.036458333333333,0.6071569359777481
max,knn_full,auc,d_state: 16->8,-0.03693600302265096,-0.0833969210374356,0.009524914992133676,0.03693600302265096,3.5182291666666665,0.11717492012511631
max,knn_full,auc,n_layers: 4->2,-0.07824576254973975,-0.12470668056452439,-0.031784844534955115,0.07824576254973975,45.223958333333336,0.00129994067399643
max,knn_full,auc,n_layers: 2->1,-0.07595605677992046,-0.12241697479470509,-0.029495138765135827,0.07595605677992046,22.611979166666668,0.0017548875438068252
max,knn_full,auc,expand: 2->1,0.018882001836547275,-0.019053178869287816,0.05681718254238237,0.018882001836547275,35.048611111111114,0.3237935373621056
max,knn_full,auc,discretization: zoh->euler,0.007251332772166275,-0.03068384793366883,0.04518651347800138,0.007251332772166275,0.0,0.7038248572631298
max,knn_clustered_16,auc,selective: mamba->classic,0.025058826905417775,-0.01309695637234004,0.06321461018317559,0.025058826905417775,9.831597222222221,0.19420338906141182
max,knn_clustered_16,auc,d_state: 32->16,0.014289437940006339,-0.03244166194335647,0.06102053782336915,0.014289437940006339,7.036458333333333,0.5434518590561727
max,knn_clustered_16,auc,d_state: 16->8,-0.03841444750535683,-0.08514554738871963,0.008316652378005975,0.03841444750535683,3.5182291666666665,0.10545427835798571
max,knn_clustered_16,auc,n_layers: 4->2,-0.08687012167125793,-0.13360122155462073,-0.04013902178789513,0.08687012167125793,45.223958333333336,0.00043078526625572715
max,knn_clustered_16,auc,n_layers: 2->1,-0.07012418216253447,-0.11685528204589726,-0.023393082279171667,0.07012418216253447,22.611979166666668,0.0038686755842509664
max,knn_clustered_16,auc,expand: 2->1,0.017833798847056437,-0.020321984430701386,0.05598958212481426,0.017833798847056437,35.048611111111114,0.35395393299414246
max,knn_clustered_16,auc,discretization: zoh->euler,0.013900048464442483,-0.024255734813315347,0.05205583174220031,0.013900048464442483,0.0,0.4694101368717721
concat_mean_last,euclidean,auc,selective: mamba->classic,-0.021377761197836798,-0.06038032630079982,0.017624803905126225,0.021377761197836798,9.831597222222221,0.2776296000770869
concat_mean_last,euclidean,auc,d_state: 32->16,-0.008743328168043909,-0.0565115197490144,0.03902486341292659,0.008743328168043909,7.036458333333333,0.7158263472310887
concat_mean_last,euclidean,auc,d_state: 16->8,0.0004041360575449057,-0.047364055523425576,0.04817232763851539,0.0004041360575449057,3.5182291666666665,0.9865677679764346
concat_mean_last,euclidean,auc,n_layers: 4->2,-0.03149272076828888,-0.07926091234925936,0.01627547081268161,0.03149272076828888,45.223958333333336,0.19251227812079982
concat_mean_last,euclidean,auc,n_layers: 2->1,-0.11390359561524335,-0.16167178719621383,-0.06613540403427287,0.11390359561524335,22.611979166666668,1.1316456117229697e-05
concat_mean_last,euclidean,auc,expand: 2->1,0.02897424369962246,-0.010028321403340569,0.0679768088025855,0.02897424369962246,35.048611111111114,0.14269777769070127
concat_mean_last,euclidean,auc,discretization: zoh->euler,-0.036491812059993745,-0.07549437716295679,0.0025107530429692992,0.036491812059993745,0.0,0.06618197344433825
concat_mean_last,mahalanobis,auc,selective: mamba->classic,0.03814821191715151,0.01719872863354761,0.059097695200755404,0.03814821191715151,9.831597222222221,0.0005503914506124431
concat_mean_last,mahalanobis,auc,d_state: 32->16,0.04835344448270609,0.022695672272808404,0.07401121669260378,0.04835344448270609,7.036458333333333,0.0003645940480201672
concat_mean_last,mahalanobis,auc,d_state: 16->8,-0.018764826293235566,-0.04442259850313325,0.006892945916662115,0.018764826293235566,3.5182291666666665,0.14889668534221218
concat_mean_last,mahalanobis,auc,n_layers: 4->2,-0.0026053623354757964,-0.02826313454537348,0.02305240987442189,0.0026053623354757964,45.223958333333336,0.8398918366126841
concat_mean_last,mahalanobis,auc,n_layers: 2->1,0.023814733509335724,-0.001843038700561954,0.0494725057192334,0.023814733509335724,22.611979166666668,0.06831504584373782
concat_mean_last,mahalanobis,auc,expand: 2->1,-0.003598963116008533,-0.024548446399612435,0.01735052016759537,0.003598963116008533,35.048611111111114,0.7325766573644023
concat_mean_last,mahalanobis,auc,discretization: zoh->euler,-0.01527347337006435,-0.03622295665366826,0.005676009913539559,0.01527347337006435,0.0,0.15015174787971294
concat_mean_last,knn_full,auc,selective: mamba->classic,0.020838116008570606,-0.011623789303074693,0.053300021320215905,0.020838116008570606,9.831597222222221,0.2043303017181357
concat_mean_last,knn_full,auc,d_state: 32->16,-0.006047095003060665,-0.045804647049097605,0.033710457042976275,0.006047095003060665,7.036458333333333,0.7622253945374159
concat_mean_last,knn_full,auc,d_state: 16->8,-0.028144250267830018,-0.06790180231386694,0.011613301778206908,0.028144250267830018,3.5182291666666665,0.16215352312360487
concat_mean_last,knn_full,auc,n_layers: 4->2,-0.014885478841444658,-0.05464303088748159,0.024872073204592275,0.014885478841444658,45.223958333333336,0.45722241316345513
concat_mean_last,knn_full,auc,n_layers: 2->1,-0.0965699848867462,-0.13632753693278313,-0.056812432840709276,0.0965699848867462,22.611979166666668,8.168079111466605e-06
concat_mean_last,knn_full,auc,expand: 2->1,-0.020785506580961143,-0.05324741189260644,0.011676398730684157,0.020785506580961143,35.048611111111114,0.2054607698991629
concat_mean_last,knn_full,auc,discretization: zoh->euler,-0.01927577543107839,-0.0517376807427237,0.013186129880566923,0.01927577543107839,0.0,0.23991054349719024
concat_mean_last,knn_clustered_16,auc,selective: mamba->classic,0.017907133200693925,-0.01601709849452001,0.05183136489590786,0.017907133200693925,9.831597222222221,0.29561198187157706
concat_mean_last,knn_clustered_16,auc,d_state: 32->16,-0.0009720787419648727,-0.0425206075265781,0.04057645004264836,0.0009720787419648727,7.036458333333333,0.9628665235279777
concat_mean_last,knn_clustered_16,auc,d_state: 16->8,-0.03494461662075314,-0.07649314540536636,0.006603912163860082,0.03494461662075314,3.5182291666666665,0.0977934240018079
concat_mean_last,knn_clustered_16,auc,n_layers: 4->2,-0.01596995045148443,-0.05751847923609765,0.025578578333128793,0.01596995045148443,45.223958333333336,0.4453915519775852
concat_mean_last,knn_clustered_16,auc,n_layers: 2->1,-0.11854577976737067,-0.1600943085519839,-0.07699725098275745,0.11854577976737067,22.611979166666668,3.280034527399481e-07
concat_mean_last,knn_clustered_16,auc,expand: 2->1,-0.01867076701357001,-0.05259499870878395,0.01525346468164393,0.01867076701357001,35.048611111111114,0.2756757815299097
concat_mean_last,knn_clustered_16,auc,discretization: zoh->euler,-0.01619892102846665,-0.0501231527236806,0.017725310666747297,0.01619892102846665,0.0,0.3437123736185253
