held_out_case,pooling,distance_head,threshold_method,threshold,precision,recall,accuracy,f1,auc,pauc,cov_condition_number,config_name,model_hash,d_state,n_layers,expand,selective,discretization,flash_footprint_int8_kb,streaming_peak_ram_int8_kb,streaming_peak_ram_fp32_kb,head_flash_fp32_kb,total_flash_kb,flags_nothing,flags_everything
1,mean,knn_clustered_16,perentile_same_machie_99.0,1.4308083925232824,0.9906103286384976,0.7992424242424242,0.8958333333333334,0.8846960167714885,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,perentile_same_machie_99.5,1.4762961726652404,0.995,0.7537878787878788,0.875,0.8577586206896551,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,evt_p95_equiv,1.3489771436597977,0.9451476793248944,0.8484848484848485,0.8996212121212122,0.8942115768463074,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,parametric_p95_equiv,1.3603320949569206,0.9572649572649572,0.8484848484848485,0.9053030303030304,0.8995983935742972,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,kde_p95_equiv,1.35877978874998,0.9572649572649572,0.8484848484848485,0.9053030303030304,0.8995983935742972,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,evt_p99_equiv,1.438606404091094,0.9952380952380953,0.7916666666666666,0.8939393939393939,0.8818565400843882,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,parametric_p99_equiv,1.4126832794889466,0.9863013698630136,0.8181818181818182,0.9034090909090908,0.8944099378881988,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,kde_p99_equiv,1.447777808979139,0.9951923076923076,0.7840909090909091,0.8901515151515151,0.8771186440677966,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,evt_p999_equiv,1.5487337603028986,0.9943181818181818,0.6628787878787878,0.8295454545454546,0.7954545454545454,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,parametric_p999_equiv,1.4638927166928406,0.9951219512195122,0.7727272727272727,0.884469696969697,0.8699360341151386,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,kde_p999_equiv,1.558590800561399,0.9942528735632185,0.6553030303030303,0.8257575757575758,0.7899543378995434,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,mad,1.5287670849379025,0.9946524064171124,0.7045454545454546,0.8503787878787878,0.8248337028824834,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,mean,knn_clustered_16,iqr,1.6489831217272222,1.0,0.5795454545454546,0.7897727272727273,0.7338129496402878,0.8815713957759413,0.9145310763133729,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,4.0,155.8125,False,False
1,max,euclidean,perentile_same_machie_95.0,2.666436195373535,0.9119496855345912,0.5492424242424242,0.7481060606060606,0.6855791962174941,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,perentile_same_machie_99.0,3.7979023456573486,0.9285714285714286,0.1969696969696969,0.5909090909090909,0.325,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,perentile_same_machie_99.5,4.850541114807129,0.8461538461538461,0.0416666666666666,0.5170454545454546,0.0794223826714801,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,evt_p95_equiv,2.668046786604232,0.9119496855345912,0.5492424242424242,0.7481060606060606,0.6855791962174941,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,parametric_p95_equiv,2.627595592353468,0.9036144578313252,0.5681818181818182,0.7537878787878788,0.6976744186046512,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,kde_p95_equiv,2.6721927287627905,0.9119496855345912,0.5492424242424242,0.7481060606060606,0.6855791962174941,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,evt_p99_equiv,3.616066334831906,0.9384615384615383,0.231060606060606,0.6079545454545454,0.3708206686930091,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,parametric_p99_equiv,2.941349458045776,0.9365079365079364,0.4469696969696969,0.7083333333333334,0.6051282051282051,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,kde_p99_equiv,4.314269758941863,0.84,0.0795454545454545,0.5321969696969697,0.1453287197231834,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,evt_p999_equiv,6.345412003479168,0.0,0.0,0.5,0.0,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,True,False
1,max,euclidean,parametric_p999_equiv,3.337776174664456,0.927710843373494,0.2916666666666667,0.634469696969697,0.4438040345821326,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,kde_p999_equiv,5.4117508866201485,0.0,0.0,0.5,0.0,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,True,False
1,max,euclidean,mad,2.7831900119781494,0.9246575342465754,0.5113636363636364,0.7348484848484849,0.6585365853658537,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,euclidean,iqr,3.101776570081711,0.9433962264150944,0.3787878787878788,0.678030303030303,0.5405405405405406,0.8331037649219467,0.7116650959354309,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,0.25,152.0625,False,False
1,max,mahalanobis,perentile_same_machie_95.0,16.27741913058475,0.923469387755102,0.6856060606060606,0.8143939393939394,0.7869565217391304,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,perentile_same_machie_99.0,22.89613973804948,0.9777777777777776,0.3333333333333333,0.6628787878787878,0.4971751412429379,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,perentile_same_machie_99.5,23.22577043868189,0.975609756097561,0.303030303030303,0.6477272727272727,0.4624277456647399,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,evt_p95_equiv,16.2117340368619,0.9187817258883249,0.6856060606060606,0.8125,0.7852494577006508,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,parametric_p95_equiv,16.350469511618485,0.9267015706806284,0.6704545454545454,0.8087121212121212,0.778021978021978,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,kde_p95_equiv,16.270716507785917,0.923469387755102,0.6856060606060606,0.8143939393939394,0.7869565217391304,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,evt_p99_equiv,20.075878434696023,0.9565217391304348,0.5,0.7386363636363636,0.6567164179104478,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,parametric_p99_equiv,17.81363435910042,0.9583333333333334,0.6098484848484849,0.7916666666666666,0.7453703703703703,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,kde_p99_equiv,22.691659559352946,0.968421052631579,0.3484848484848485,0.6685606060606061,0.5125348189415042,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,evt_p999_equiv,33.32170759460893,1.0,0.0037878787878787,0.5018939393939394,0.0075471698113207,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,True,False
1,max,mahalanobis,parametric_p999_equiv,19.60987752669332,0.951048951048951,0.5151515151515151,0.7443181818181818,0.6683046683046683,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,kde_p999_equiv,24.66395931331857,1.0,0.2196969696969697,0.6098484848484849,0.3602484472049689,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,mad,17.99885118001672,0.9578313253012049,0.6022727272727273,0.7878787878787878,0.7395348837209302,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,mahalanobis,iqr,19.752532665864003,0.951048951048951,0.5151515151515151,0.7443181818181818,0.6683046683046683,0.8796057162534436,0.7890689188536077,39.363185848204516,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,16.25,168.0625,False,False
1,max,knn_full,perentile_same_machie_95.0,2.24392297930334,0.9162011173184358,0.6212121212121212,0.7821969696969697,0.7404063205417607,0.8621154729109275,0.7458738098690252,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,max,knn_full,perentile_same_machie_99.0,3.2257965730209084,0.9411764705882352,0.2424242424242424,0.6136363636363636,0.3855421686746988,0.8621154729109275,0.7458738098690252,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,max,knn_full,perentile_same_machie_99.5,4.405077905991173,0.8461538461538461,0.0416666666666666,0.5170454545454546,0.0794223826714801,0.8621154729109275,0.7458738098690252,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,max,knn_full,evt_p95_equiv,2.2383829102610133,0.9162011173184358,0.6212121212121212,0.7821969696969697,0.7404063205417607,0.8621154729109275,0.7458738098690252,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,max,knn_full,parametric_p95_equiv,2.316505857735925,0.9404761904761904,0.5984848484848485,0.7803030303030303,0.7314814814814815,0.8621154729109275,0.7458738098690252,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,max,knn_full,kde_p95_equiv,2.2540012852076696,0.9157303370786516,0.6174242424242424,0.7803030303030303,0.7375565610859729,0.8621154729109275,0.7458738098690252,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
1,max,knn_full,evt_p99_equiv,2.990947976177731,0.9550561797752808,0.3219696969696969,0.6534090909090909,0.4815864022662889,0.8621154729109275,0.7458738098690252,,584eb86deba0.yaml,4f3ffab6e66e,32,4,2,True,zoh,151.8125,34.06640625,136.265625,810.0,961.8125,False,False
