config_name,model_hash,held_out_case,d_state,n_layers,expand,selective,discretization,check,unit,metric,value
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,zero_state,[288:320],skill_real,0.5439020533767973
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,zero_state,[288:320],skill_zeroed,-2.3342068225906445
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,zero_state,[288:320],state_contribution,2.878108875967442
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer0,min_ms,0.8027466535568237
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer0,max_ms,406.00384521484375
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer0,median_ms,2.489649534225464
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer0,mean_ms,6.774443626403809
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer0,std_ms,16.966472625732422
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer0,frac_below_conv_window,0.996826171875
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer1,min_ms,0.8027466535568237
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer1,max_ms,168.05931091308594
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer1,median_ms,3.2188925743103027
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer1,mean_ms,7.124038219451904
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer1,std_ms,12.885038375854492
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer1,frac_below_conv_window,0.998779296875
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer2,min_ms,0.8027466535568237
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer2,max_ms,817.9664916992188
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer2,median_ms,7.134165287017822
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer2,mean_ms,17.827770233154297
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer2,std_ms,38.847633361816406
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer2,frac_below_conv_window,0.978515625
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer3,min_ms,0.8027466535568237
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer3,max_ms,1944.403564453125
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer3,median_ms,7.232625007629394
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer3,mean_ms,29.036401748657227
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer3,std_ms,89.85271453857422
584eb86deba0.yaml,4f3ffab6e66e,1,32,4,2,True,zoh,half_life,layer3,frac_below_conv_window,0.959228515625
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[0:32],real_loss,0.03030826151371
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[0:32],zeroed_loss,0.2567755281925201
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[0:32],persistence,0.065912015736103
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[0:32],skill_real,0.5401709206549302
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[0:32],skill_zeroed,-2.895731686019008
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[0:32],state_contribution,3.435902606673938
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[256:288],real_loss,0.0297829583287239
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[256:288],zeroed_loss,0.2714230716228485
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[256:288],persistence,0.0646072551608085
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[256:288],skill_real,0.5390152660936668
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[256:288],skill_zeroed,-3.2011237119929
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[256:288],state_contribution,3.740138978086567
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[288:320],real_loss,0.0298472810536623
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[288:320],zeroed_loss,0.2850680947303772
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[288:320],persistence,0.067034013569355
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[288:320],skill_real,0.554744234092718
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[288:320],skill_zeroed,-3.252588791143154
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,zero_state,[288:320],state_contribution,3.807333025235872
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer0,min_ms,0.8027466535568237
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer0,max_ms,522.2598876953125
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer0,median_ms,3.385631561279297
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer0,mean_ms,10.063485145568848
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer0,std_ms,26.14241600036621
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer0,frac_below_conv_window,0.991455078125
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer1,min_ms,0.8027466535568237
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer1,max_ms,668.360107421875
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer1,median_ms,5.367399215698242
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer1,mean_ms,14.044836044311523
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer1,std_ms,31.953508377075195
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer1,frac_below_conv_window,0.987060546875
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer2,min_ms,0.8027466535568237
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer2,max_ms,155.37200927734375
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer2,median_ms,2.780613422393799
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer2,mean_ms,6.262765884399414
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer2,std_ms,11.769061088562012
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer2,frac_below_conv_window,0.999267578125
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer3,min_ms,0.8027466535568237
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer3,max_ms,4485.0771484375
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer3,median_ms,8.309296607971191
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer3,mean_ms,38.10691833496094
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer3,std_ms,148.70419311523438
584eb86deba0.yaml,ec6602b5742c,2,32,4,2,True,zoh,half_life,layer3,frac_below_conv_window,0.9423828125
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[0:32],real_loss,0.0336028151214122
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[0:32],zeroed_loss,0.241742268204689
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[0:32],persistence,0.0732560604810714
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[0:32],skill_real,0.5412964483655949
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[0:32],skill_zeroed,-2.299962714581853
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[0:32],state_contribution,2.841259162947448
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[256:288],real_loss,0.0337070263922214
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[256:288],zeroed_loss,0.2504747211933136
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[256:288],persistence,0.0739723965525627
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[256:288],skill_real,0.5443296694021509
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[256:288],skill_zeroed,-2.3860565949804435
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[256:288],state_contribution,2.9303862643825944
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[288:320],real_loss,0.0335357598960399
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[288:320],zeroed_loss,0.258515864610672
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[288:320],persistence,0.0725245773792266
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[288:320],skill_real,0.537594549214903
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[288:320],skill_zeroed,-2.56452769464492
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,zero_state,[288:320],state_contribution,3.1021222438598226
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer0,min_ms,0.8027466535568237
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer0,max_ms,583.9151000976562
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer0,median_ms,3.9482192993164062
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer0,mean_ms,9.964319229125977
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer0,std_ms,23.582876205444336
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer0,frac_below_conv_window,0.9931640625
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer1,min_ms,0.8027466535568237
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer1,max_ms,1030.0013427734375
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer1,median_ms,3.8392467498779297
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer1,mean_ms,10.462902069091797
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer1,std_ms,30.122636795043945
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer1,frac_below_conv_window,0.9931640625
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer2,min_ms,0.8027466535568237
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer2,max_ms,172.82070922851562
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer2,median_ms,3.3649253845214844
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer2,mean_ms,7.514036655426025
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer2,std_ms,13.869314193725586
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer2,frac_below_conv_window,0.998779296875
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer3,min_ms,0.8027466535568237
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer3,max_ms,1108.6348876953125
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer3,median_ms,8.101802825927734
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer3,mean_ms,20.71765899658203
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer3,std_ms,47.84834289550781
584eb86deba0.yaml,554da113910d,3,32,4,2,True,zoh,half_life,layer3,frac_below_conv_window,0.972900390625
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[0:32],real_loss,0.0345939882099628
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[0:32],zeroed_loss,0.2661008536815643
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[0:32],persistence,0.0745508670806884
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[0:32],skill_real,0.5359679965556832
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[0:32],skill_zeroed,-2.569386435084061
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[0:32],state_contribution,3.105354431639744
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[256:288],real_loss,0.0342736430466175
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[256:288],zeroed_loss,0.2764067947864532
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[256:288],persistence,0.0759524554014206
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[256:288],skill_real,0.5487487156869919
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[256:288],skill_zeroed,-2.6392081510150023
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[256:288],state_contribution,3.1879568667019944
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[288:320],real_loss,0.0348827056586742
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[288:320],zeroed_loss,0.2818089723587036
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[288:320],persistence,0.0749291852116584
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[288:320],skill_real,0.5344576941529757
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[288:320],skill_zeroed,-2.7610040942345124
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,zero_state,[288:320],state_contribution,3.295461788387488
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer0,min_ms,0.8027466535568237
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer0,max_ms,340.3818664550781
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer0,median_ms,3.299611091613769
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer0,mean_ms,9.432731628417969
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer0,std_ms,22.703594207763672
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer0,frac_below_conv_window,0.992919921875
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer1,min_ms,0.8027466535568237
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer1,max_ms,463.4114990234375
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer1,median_ms,4.483506202697754
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer1,mean_ms,10.723772048950195
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer1,std_ms,23.092662811279297
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer1,frac_below_conv_window,0.991943359375
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer2,min_ms,0.8027466535568237
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer2,max_ms,274.6089782714844
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer2,median_ms,4.255755424499512
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer2,mean_ms,9.878568649291992
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer2,std_ms,19.94611358642578
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer2,frac_below_conv_window,0.9931640625
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer3,min_ms,0.8027466535568237
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer3,max_ms,14790.0595703125
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer3,median_ms,6.725730419158936
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer3,mean_ms,37.29305267333984
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer3,std_ms,295.3451538085937
584eb86deba0.yaml,8ffeae10cff6,4,32,4,2,True,zoh,half_life,layer3,frac_below_conv_window,0.95947265625
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[0:32],real_loss,0.0323669016361236
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[0:32],zeroed_loss,0.1762680560350418
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[0:32],persistence,0.0707615911960601
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[0:32],skill_real,0.5425922299225266
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[0:32],skill_zeroed,-1.4910131761544667
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[0:32],state_contribution,2.0336054060769935
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[256:288],real_loss,0.0322186946868896
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[256:288],zeroed_loss,0.1776756942272186
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[256:288],persistence,0.0682168453931808
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[256:288],skill_real,0.5277017795063517
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[256:288],skill_zeroed,-1.604572128821712
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[256:288],state_contribution,2.132273908328064
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[288:320],real_loss,0.0331220217049121
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[288:320],zeroed_loss,0.1798018813133239
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[288:320],persistence,0.0715298652648925
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[288:320],skill_real,0.5369483560153058
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[288:320],skill_zeroed,-1.5136616802991822
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,zero_state,[288:320],state_contribution,2.050610036314488
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer0,min_ms,4.066992282867432
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer0,max_ms,210.52198791503903
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer0,median_ms,210.52198791503903
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer0,mean_ms,192.130126953125
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer0,std_ms,54.427024841308594
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer0,frac_below_conv_window,0.103271484375
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer1,min_ms,3.8430891036987305
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer1,max_ms,264.7747497558594
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer1,median_ms,210.52198791503903
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer1,mean_ms,189.73748779296875
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer1,std_ms,57.91498565673828
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer1,frac_below_conv_window,0.115234375
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer2,min_ms,2.90675687789917
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer2,max_ms,602.7118530273438
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer2,median_ms,210.52198791503903
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer2,mean_ms,177.18336486816406
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer2,std_ms,71.03267669677734
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer2,frac_below_conv_window,0.190185546875
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer3,min_ms,2.4732141494750977
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer3,max_ms,806.7911987304688
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer3,median_ms,210.52198791503903
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer3,mean_ms,174.06492614746094
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer3,std_ms,73.53386688232422
d816f22117d5.yaml,7f055462360c,1,32,4,2,True,euler,half_life,layer3,frac_below_conv_window,0.20703125
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[0:32],real_loss,0.0322239585220813
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[0:32],zeroed_loss,0.1624625921249389
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[0:32],persistence,0.0707615911960601
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[0:32],skill_real,0.5446122963402846
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[0:32],skill_zeroed,-1.2959149077753422
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[0:32],state_contribution,1.8405272041156269
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[256:288],real_loss,0.0314929969608783
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[256:288],zeroed_loss,0.1728240102529525
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[256:288],persistence,0.0682168453931808
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[256:288],skill_real,0.5383398810167421
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[256:288],skill_zeroed,-1.533450634617422
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[256:288],state_contribution,2.071790515634164
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[288:320],real_loss,0.0326261632144451
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[288:320],zeroed_loss,0.1676345467567443
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[288:320],persistence,0.0715298652648925
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[288:320],skill_real,0.5438805442506782
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[288:320],skill_zeroed,-1.3435602197201502
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,zero_state,[288:320],state_contribution,1.8874407639708284
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer0,min_ms,0.8027466535568237
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer0,max_ms,2253.38232421875
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer0,median_ms,3.649409294128418
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer0,mean_ms,10.29884910583496
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer0,std_ms,43.43321228027344
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer0,frac_below_conv_window,0.992919921875
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer1,min_ms,0.8027466535568237
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer1,max_ms,581.29150390625
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer1,median_ms,2.471301555633545
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer1,mean_ms,6.11696195602417
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer1,std_ms,17.154342651367188
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer1,frac_below_conv_window,0.997802734375
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer2,min_ms,0.8027466535568237
507a1353607f.yaml,34658236f97d,1,32,4,2,False,zoh,half_life,layer2,max_ms,772.3734130859375
